Aktivitetstyp,Datum,Favorit,Namn,Distans,Kalorier,Tid,Medelpuls,Maxpuls,Aerobisk Training Effect,Medelcykelkadens,Maximal cykelkadens,Medelfart,Maxfart,Total stigning,Totalt nedför,Medelsteglängd,Medelvärde för vertikal kvot,Medelvärde för vertikal rörelse,Medeltid för markkontakt,Medelkontakttidsbalans,Training Stress Score®,Steg,Dekompression,Bästa varvtid,Antal varv,Medestress,Maxbelastning,Färdtid,Total tid,Min. höjd,Max. höjd
Längdskidåkning klassisk stil,2025-02-25 16:48:56,false,"Mora Längdskidåkning klassisk stil","10.03","700","00:58:04","122","147","2.6","101","196","10.4","33.1","48","48","1.72","--","--","--","--","0.0","7,368","Nej","00:00:19.1","3","--","--","00:55:45","00:58:04","157","186"
Längdskidåkning klassisk stil,2025-02-23 07:20:00,false,"Malung-Sälen Längdskidåkning klassisk stil","91.54","4,969","07:35:55","139","159","5.0","79","254","12.0","39.1","562","783","0.00","0.0","10.8","523","46.2% vänster/53.8% höger","0.0","38,174","Nej","00:01:03.0","20","--","--","07:16:41","07:35:55","163","522"
Längdskidåkning klassisk stil,2025-02-22 09:41:32,false,"Mora Längdskidåkning klassisk stil","11.27","680","01:14:03","109","157","2.4","105","184","9.1","34.0","51","52","1.45","--","--","--","--","0.0","7,364","Nej","00:15:05","3","--","--","00:56:07","01:14:03","204","229"
Cykling,2025-02-20 16:36:06,false,"Lund Cykling","8.04","286","00:25:15","118","131","2.0","--","--","19.1","33.4","10","55","--","--","--","--","--","0.0","--","Nej","00:09:05.7","2","--","--","00:23:22","00:25:15","14","67"
Cykling,2025-02-20 07:39:44,false,"Staffanstorp Cykling","8.10","353","00:33:09","117","132","2.0","--","--","14.7","28.4","59","12","--","--","--","--","--","0.0","--","Nej","00:14:06","2","--","--","00:30:10","00:33:09","14","70"
Cykling,2025-02-19 16:02:25,false,"Lund Cykling","8.05","277","00:24:42","118","130","2.0","--","--","19.5","31.8","7","58","--","--","--","--","--","0.0","--","Nej","00:08:49.9","2","--","--","00:23:21","00:27:34","14","68"
Cykling,2025-02-19 07:22:26,false,"Staffanstorp Cykling","8.05","334","00:30:56","117","130","2.0","--","--","15.6","28.2","62","15","--","--","--","--","--","0.0","--","Nej","00:13:08","2","--","--","00:30:24","00:30:56","14","71"
Löpning,2025-02-18 17:20:42,false,"Lund Löpning","8.88","863","01:34:33","127","160","2.6","142","255","10:39","4:23","111","108","0.76","10.8","7.6","373","49.1% vänster/50.9% höger","0.0","6","Nej","00:07:42.1","9","--","--","01:17:57","01:34:33","51","74"
Längdskidåkning klassisk stil,2025-02-17 18:06:06,false,"Lund Längdskidåkning klassisk stil","25.40","1,112","02:12:07","126","153","2.4","75","255","11.5","23.7","67","70","0.00","0.0","10.7","514","46.7% vänster/53.3% höger","0.0","5,452","Nej","00:02:10.7","6","--","--","02:01:58","02:12:07","6","35"
Längdskidåkning klassisk stil,2025-02-15 11:02:21,false,"Staffanstorp Längdskidåkning klassisk stil","38.36","1,475","03:03:30","124","137","2.3","77","255","12.5","23.1","169","168","0.00","0.0","11.3","604","48.9% vänster/51.1% höger","0.0","7,570","Nej","03:03:30","1","--","--","02:57:49","03:05:11","14","105"
Löpning,2025-02-14 17:17:48,false,"Staffanstorp - Lunchpass 200802","6.52","436","00:34:50","140","160","2.8","169","184","5:20","4:18","22","20","1.10","7.7","8.6","258","48.0% vänster/52.0% höger","0.0","5,838","Nej","00:00:35.6","10","--","--","00:34:49","00:34:50","17","37"
Cykling,2025-02-14 16:34:30,false,"Lund Cykling","8.37","290","00:26:24","119","130","2.0","--","--","19.0","33.6","10","61","--","--","--","--","--","0.0","--","Nej","00:11:09","2","--","--","00:25:04","00:28:05","14","67"
Löpning,2025-02-11 17:28:28,false,"Lund Löpning","8.42","767","01:36:31","121","160","2.3","136","248","11:28","3:45","126","122","0.77","12.0","8.7","383","49.2% vänster/50.8% höger","0.0","76","Nej","00:03:27.4","9","--","--","01:13:53","01:36:31","52","74"
Längdskidåkning klassisk stil,2025-02-10 18:01:03,false,"Lund Längdskidåkning klassisk stil","25.74","1,105","02:09:10","128","156","2.8","77","255","12.0","25.2","143","141","0.69","1.6","11.2","532","53.1% vänster/46.9% höger","0.0","5,204","Nej","02:09:10","1","--","--","02:01:09","02:09:10","28","105"
Cykling,2025-02-09 16:08:27,false,"Burlöv Cykling","3.57","152","00:13:18","118","127","1.7","--","--","16.1","21.5","14","3","--","--","--","--","--","0.0","--","Nej","00:13:18","1","--","--","00:12:56","00:13:18","8","26"
Konditionspass,2025-02-09 15:03:11,false,"Kondition","0.00","414","00:57:40","108","157","1.7","128","245","--","--","--","--","0.00","--","--","--","--","0.0","2,974","Nej","00:57:40","1","--","--","00:00:00","00:57:40","--","--"
Cykling,2025-02-09 14:47:27,false,"Staffanstorp Cykling","3.62","100","00:09:48.1","111","119","1.4","--","--","22.2","33.1","2","11","--","--","--","--","--","0.0","--","Nej","00:09:48.1","1","--","--","00:09:32","00:09:48.1","8","25"
Cykling,2025-02-07 16:20:23,false,"Lund Cykling","8.12","236","00:23:18","113","124","1.8","--","--","20.9","35.0","13","57","--","--","--","--","--","0.0","--","Nej","00:07:58.4","2","--","--","00:21:38","00:23:18","14","67"
Löpning,2025-02-07 15:24:55,false,"Lund Löpning","6.14","453","00:33:15","149","168","3.2","167","175","5:25","3:57","25","23","1.11","--","--","--","--","0.0","5,530","Nej","00:00:44.8","7","--","--","00:33:14","00:33:32","66","90"
Yoga,2025-02-06 17:12:24,false,"Yoga","0.00","405","01:20:44","84","129","1.3","117","226","--","--","--","--","0.00","--","--","--","--","0.0","726","Nej","00:00:00.1","2","--","--","00:00:00","01:43:44","--","--"
Längdskidåkning klassisk stil,2025-02-05 18:05:44,false,"Lund Längdskidåkning klassisk stil","18.57","852","01:41:38","124","164","2.6","78","255","11.0","24.8","17","17","0.00","0.0","10.5","474","48.5% vänster/51.5% höger","0.0","12","Nej","01:41:38","1","--","--","01:20:33","01:41:38","23","32"
Cykling,2025-02-05 16:24:29,false,"Lund Cykling","8.19","312","00:35:34","110","134","2.2","--","--","13.8","32.8","12","58","--","--","--","--","--","0.0","--","Nej","00:16:45","2","--","--","00:25:58","00:35:34","14","67"
Cykling,2025-02-05 07:32:49,false,"Staffanstorp Cykling","8.17","266","00:28:36","111","122","1.7","--","--","17.1","30.4","59","11","--","--","--","--","--","0.0","--","Nej","00:12:35","2","--","--","00:27:10","00:29:39","14","69"
Löpning,2025-02-04 17:22:14,false,"Lund Löpning","8.72","832","01:36:10","124","163","2.5","133","254","11:02","3:58","143","142","0.82","10.7","8.5","397","49.4% vänster/50.6% höger","0.0","10,494","Nej","00:06:43.7","9","--","--","01:15:15","01:36:10","52","74"
Längdskidåkning klassisk stil,2025-02-03 18:01:42,false,"Lund Längdskidåkning klassisk stil","23.13","961","01:53:54","127","154","2.6","74","233","12.2","25.2","110","106","0.00","0.0","14.3","529","41.8% vänster/58.2% höger","0.0","4,060","Nej","01:53:54","1","--","--","01:44:05","01:53:54","11","89"
Cykling,2025-02-03 16:16:46,false,"Lund Cykling","8.08","285","00:24:48","121","142","2.3","--","--","19.5","31.8","9","55","--","--","--","--","--","0.0","--","Nej","00:08:56.2","2","--","--","00:22:44","00:24:48","15","67"
Cykling,2025-02-03 07:19:04,false,"Staffanstorp Cykling","8.19","303","00:28:21","120","155","2.1","--","--","17.3","30.7","53","7","--","--","--","--","--","0.0","--","Nej","00:13:09","2","--","--","00:26:56","00:28:21","14","70"
Cykling,2025-02-02 16:10:24,false,"Burlöv Cykling","3.59","88","00:14:25","91","99","1.1","--","--","14.9","21.5","16","3","--","--","--","--","--","0.0","--","Nej","00:14:25","1","--","--","00:14:08","00:14:25","-8","25"
Tennis,2025-02-02 15:00:00,false,"Tennis","0.00","320","00:58:48","118","151","1.8","115","226","--","--","--","--","0.00","--","--","--","--","0.0","2,710","Nej","00:41:48","1","--","--","00:00:00","00:41:48","4","4"
Cykling,2025-02-02 14:48:39,false,"Staffanstorp Cykling","3.66","77","00:12:22","92","102","1.1","--","--","17.8","26.9","2","12","--","--","--","--","--","0.0","--","Nej","00:12:22","1","--","--","00:11:15","00:12:24","8","25"
Längdskidåkning klassisk stil,2025-02-01 08:12:52,false,"Staffanstorp Längdskidåkning klassisk stil","38.89","1,437","03:12:14","121","139","2.2","78","240","12.1","23.8","184","184","0.00","0.0","11.6","544","48.6% vänster/51.4% höger","0.0","8,352","Nej","03:12:14","1","--","--","03:05:33","03:12:14","14","105"
Konditionspass,2025-01-31 17:00:28,false,"Kondition","3.15","177","01:01:55","129","162","1.0","117","255","3.0","23.0","--","--","0.86","14.0","11.5","378","49.9% vänster/50.1% höger","0.0","134","Nej","01:01:55","1","--","--","00:30:42","01:01:55","--","--"
Längdskidåkning klassisk stil,2025-01-29 18:01:40,false,"Lund Längdskidåkning klassisk stil","24.43","1,196","02:04:48","134","158","2.8","76","252","11.7","23.1","100","97","0.00","0.0","12.1","536","46.8% vänster/53.2% höger","0.0","4,244","Nej","02:04:48","1","--","--","01:43:28","02:04:48","31","88"
Cykling,2025-01-29 16:32:24,false,"Lund Cykling","8.14","326","00:29:47","122","141","2.4","--","--","16.4","29.8","12","60","--","--","--","--","--","0.0","--","Nej","00:12:14","2","--","--","00:25:53","00:29:47","14","67"
Cykling,2025-01-29 07:22:39,false,"Staffanstorp Cykling","8.25","331","00:33:24","114","129","1.9","--","--","14.8","27.0","54","7","--","--","--","--","--","0.0","--","Nej","00:13:47","2","--","--","00:31:35","00:33:24","7","70"
Löpning,2025-01-28 17:25:28,false,"Lund Löpning","7.79","808","01:44:41","119","155","2.5","128","233","13:26","2:50","103","101","0.79","10.8","8.1","413","49.2% vänster/50.8% höger","0.0","16","Nej","00:08:11.6","8","--","--","01:13:42","01:44:41","50","74"
Längdskidåkning klassisk stil,2025-01-27 18:04:03,false,"Lund Längdskidåkning klassisk stil","25.18","992","02:12:53","119","171","2.3","107","175","11.4","21.1","145","143","1.78","--","--","--","--","0.0","14,584","Nej","02:12:53","1","--","--","02:00:30","02:12:53","28","105"
Landsvägscykling,2025-01-27 16:23:00,false,"Cykling ","8.00","243","00:29:09","--","--","--","--","--","16.5","--","--","--","--","--","--","--","--","0.0","--","Nej","00:29:09","1","--","--","--:--:--","00:29:09","--","--"
Cykling,2025-01-27 07:12:49,false,"Staffanstorp Cykling","8.20","361","00:34:12","116","129","2.0","--","--","14.4","27.0","59","14","--","--","--","--","--","0.0","--","Nej","00:13:49","2","--","--","00:32:04","00:34:12","14","69"
Cykling,2025-01-26 16:15:23,false,"Burlöv Cykling","3.57","165","00:11:52","133","159","2.2","--","--","18.1","25.9","21","11","--","--","--","--","--","0.0","--","Nej","00:11:52","1","--","--","00:11:50","00:11:52","8","26"
Tennis,2025-01-26 15:10:34,false,"Tennis ","0.00","415","00:49:49","116","155","2.0","126","226","--","--","--","--","0.00","--","--","--","--","0.0","2,262","Nej","00:49:49","1","--","--","00:00:00","00:49:49","--","--"
Cykling,2025-01-26 14:45:39,false,"Staffanstorp Cykling","3.59","153","00:12:22","122","150","2.0","--","--","17.4","26.9","3","12","--","--","--","--","--","0.0","--","Nej","00:12:22","1","--","--","00:11:10","00:12:24","8","26"
Cykling,2025-01-24 15:47:12,false,"Lund Cykling","8.00","632","00:49:26","129","149","3.2","--","--","9.7","26.3","14","60","--","--","--","--","--","0.0","--","Nej","00:18:11","2","--","--","00:46:01","46:31:15","14","67"
Cykling,2025-01-24 07:06:07,false,"Staffanstorp Cykling","8.22","320","00:30:57","116","126","1.9","--","--","15.9","30.0","56","26","--","--","--","--","--","0.0","--","Nej","00:13:39","2","--","--","00:29:54","00:30:57","14","70"
Längdskidåkning klassisk stil,2025-01-22 18:01:56,false,"Lund Längdskidåkning klassisk stil","19.62","1,060","02:00:52","126","153","2.3","77","255","9.7","28.7","70","70","0.00","0.0","14.8","588","51.6% vänster/48.4% höger","0.0","5,168","Nej","02:00:52","1","--","--","01:31:10","02:00:52","24","73"
Cykling,2025-01-22 16:24:34,false,"Lund Cykling","8.10","309","00:28:47","118","128","2.1","--","--","16.9","28.5","5","54","--","--","--","--","--","0.0","--","Nej","00:11:45","2","--","--","00:25:38","00:28:47","14","67"
Cykling,2025-01-22 07:06:23,false,"Staffanstorp Cykling","8.24","340","00:30:07","120","134","2.2","--","--","16.4","29.9","56","31","--","--","--","--","--","0.0","--","Nej","00:13:34","2","--","--","00:29:23","00:30:07","14","70"
Löpning,2025-01-21 17:25:54,false,"Lund Löpning","7.58","790","01:41:24","118","161","2.2","126","246","13:23","2:36","72","78","0.76","12.6","9.0","404","49.4% vänster/50.6% höger","0.0","9,772","Nej","00:07:51.8","8","--","--","01:11:50","01:41:24","53","74"
Längdskidåkning klassisk stil,2025-01-20 18:02:15,false,"Lund Längdskidåkning klassisk stil","24.98","448","02:17:46","124","157","1.0","72","248","10.9","22.2","122","121","0.00","0.0","12.9","556","41.2% vänster/58.8% höger","0.0","5,550","Nej","02:17:46","1","--","--","02:02:42","02:17:46","24","90"
Cykling,2025-01-20 16:21:24,false,"Lund Cykling","8.05","278","00:27:34","114","130","2.0","--","--","17.5","31.1","5","52","--","--","--","--","--","0.0","--","Nej","00:09:43.1","2","--","--","00:25:18","00:27:34","14","67"
Cykling,2025-01-20 07:27:41,false,"Staffanstorp Cykling","8.24","388","00:34:58","120","137","2.1","--","--","14.1","26.5","56","28","--","--","--","--","--","0.0","--","Nej","00:15:52","2","--","--","00:32:29","00:34:59","14","70"
Konditionspass,2025-01-19 17:59:23,false,"Frisk och Svettis ","2.44","495","00:53:47","128","167","2.9","117","240","2.7","12.4","--","--","0.89","15.3","13.3","401","51.7% vänster/48.3% höger","0.0","2,620","Nej","00:53:47","1","--","--","00:24:18","00:53:47","--","--"
Cykling,2025-01-19 16:08:42,false,"Burlöv Cykling","3.68","209","00:17:29","121","131","2.1","--","--","12.6","26.0","14","4","--","--","--","--","--","0.0","--","Nej","00:17:29","1","--","--","00:12:48","00:18:01","8","26"
Konditionspass,2025-01-19 14:58:21,false,"Kondition","0.00","486","01:07:49","113","158","1.5","117","218","--","--","--","--","0.00","--","--","--","--","0.0","3,470","Nej","01:07:49","1","--","--","00:00:00","01:07:49","10","10"
Cykling,2025-01-19 14:43:39,false,"Staffanstorp Cykling","3.62","160","00:11:20","134","148","2.4","--","--","19.2","27.9","3","11","--","--","--","--","--","0.0","--","Nej","00:00:07.3","2","--","--","00:10:25","00:11:20","8","25"
Längdskidåkning klassisk stil,2025-01-18 10:34:50,false,"Lund Längdskidåkning klassisk stil","23.62","1,278","01:46:20","144","161","3.4","73","255","13.3","24.6","124","133","0.00","0.0","12.6","578","44.1% vänster/55.9% höger","0.0","3,926","Nej","01:46:20","1","--","--","01:42:25","01:46:20","28","105"
Längdskidåkning klassisk stil,2025-01-15 18:02:54,false,"Lund Längdskidåkning klassisk stil","14.48","906","01:50:35","118","185","2.5","112","210","7.9","21.0","120","114","1.17","--","--","--","--","0.0","7,306","Nej","01:50:35","1","--","--","01:12:37","01:50:35","31","71"
Cykling,2025-01-15 16:55:32,false,"Lund Cykling","8.08","319","00:27:46","120","138","2.2","--","--","17.5","30.9","8","55","--","--","--","--","--","0.0","--","Nej","00:11:10","2","--","--","00:24:28","00:27:46","14","67"
Cykling,2025-01-15 07:32:15,false,"Staffanstorp Cykling","8.21","378","00:34:15","119","132","2.2","--","--","14.4","27.5","56","20","--","--","--","--","--","0.0","--","Nej","00:16:04","2","--","--","00:30:27","00:34:15","14","70"
Löpning,2025-01-14 17:30:06,false,"Lund Löpning","8.78","762","01:39:17","112","164","2.1","137","218","11:19","2:13","124","122","0.64","--","--","--","--","0.0","9,848","Nej","00:05:41.7","9","--","--","01:13:46","01:39:17","53","74"
Cykling,2025-01-13 14:50:37,false,"Lund Cykling","8.12","350","00:29:21","125","140","2.7","--","--","16.6","29.7","11","60","--","--","--","--","--","0.0","--","Nej","00:13:31","2","--","--","00:26:00","00:29:21","14","67"
Cykling,2025-01-13 07:07:39,false,"Staffanstorp Cykling","8.22","395","00:32:10","125","146","2.7","--","--","15.3","28.8","58","11","--","--","--","--","--","0.0","--","Nej","00:14:22","2","--","--","00:30:02","00:32:10","14","71"
Konditionspass,2025-01-12 18:01:23,false,"Friskis och Svettis ","2.40","453","00:53:09","118","164","2.6","113","250","2.7","12.8","--","--","0.88","16.0","14.5","382","51.8% vänster/48.2% höger","0.0","2,592","Nej","00:53:09","1","--","--","00:23:14","00:53:09","--","--"
Tennis,2025-01-10 07:01:07,false,"Tennis ","0.00","376","00:55:57","107","146","1.3","117","226","--","--","--","--","0.00","--","--","--","--","0.0","3,362","Nej","00:55:57","1","--","--","00:00:00","00:55:58","--","--"
Yoga,2025-01-09 17:32:36,false,"Hot yoga","0.00","351","01:00:07","87","130","1.2","114","214","--","--","--","--","0.00","--","--","--","--","0.0","980","Nej","00:00:01.6","2","--","--","00:00:00","01:21:26","--","--"
Längdskidåkning klassisk stil,2025-01-08 18:07:00,false,"Lund Längdskidåkning klassisk stil","19.94","510","01:59:02","96","135","1.2","109","238","10.1","20.6","120","128","1.38","--","--","--","--","0.0","7,936","Nej","01:39:02","1","--","--","01:18:14","01:39:02","31","54"
Cykling,2025-01-08 16:14:34,false,"Lund Cykling","8.09","336","00:31:09","117","132","2.1","--","--","15.6","31.0","6","54","--","--","--","--","--","0.0","--","Nej","00:12:43","2","--","--","00:28:31","00:31:09","14","68"
Cykling,2025-01-08 07:19:09,false,"Staffanstorp Cykling","8.18","340","00:34:20","114","134","2.1","--","--","14.3","29.7","57","30","--","--","--","--","--","0.0","--","Nej","00:16:36","2","--","--","00:28:03","00:34:20","14","69"
Löpning,2025-01-07 17:26:12,false,"Lund Löpning","7.92","966","01:35:49","131","179","3.1","140","248","12:06","3:04","163","163","0.59","--","--","--","--","0.0","10,270","Nej","00:07:37.3","8","--","--","01:12:23","01:35:49","37","74"
Längdskidåkning klassisk stil,2025-01-05 12:00:07,false,"Staffanstorp Längdskidåkning klassisk stil","37.88","1,806","03:36:07","127","156","2.8","99","218","10.5","20.0","152","150","1.77","--","--","--","--","0.0","25,864","Nej","03:36:07","1","--","--","03:31:27","03:36:07","14","101"
Cykling,2025-01-03 16:18:52,false,"Lund Cykling","8.05","402","00:32:10","123","138","2.6","--","--","15.0","28.3","5","53","--","--","--","--","--","0.0","--","Nej","00:12:35","2","--","--","00:30:43","00:32:10","14","67"
Cykling,2025-01-03 07:19:38,false,"Staffanstorp Cykling","8.16","371","00:32:03","123","150","2.4","--","--","15.3","31.2","56","15","--","--","--","--","--","0.0","--","Nej","00:15:13","2","--","--","00:26:58","00:32:03","14","70"
Längdskidåkning klassisk stil,2025-01-02 18:17:15,false,"Staffanstorp Längdskidåkning klassisk stil","15.54","867","01:32:04","128","151","2.3","72","193","10.1","17.8","52","51","0.00","0.0","10.3","481","44.3% vänster/55.8% höger","0.0","4,244","Nej","00:01:29.0","12","--","--","01:23:47","01:32:04","14","32"
Cykling,2025-01-02 16:23:59,false,"Lund Cykling","9.11","508","00:42:15","124","155","2.7","--","--","12.9","29.2","8","55","--","--","--","--","--","0.0","--","Nej","00:17:10","2","--","--","00:32:07","00:42:15","14","67"
Cykling,2025-01-02 07:24:19,false,"Staffanstorp Cykling","8.16","188","00:33:12","90","90","1.1","--","--","14.7","24.1","60","14","--","--","--","--","--","0.0","--","Nej","00:13:54","2","--","--","00:32:04","00:33:12","14","70"
Tennis,2024-12-31 12:27:41,false,"Tennis ","0.00","782","02:07:37","106","148","1.3","120","235","--","--","--","--","0.00","--","--","--","--","0.0","5,518","Nej","02:07:37","1","--","--","00:00:00","02:07:37","--","--"
Längdskidåkning klassisk stil,2024-12-29 13:31:04,false,"Staffanstorp Längdskidåkning klassisk stil","24.25","1,245","01:56:19","137","152","3.1","74","255","12.5","21.5","72","74","0.00","0.0","11.2","599","44.6% vänster/55.4% höger","0.0","4,742","Nej","01:56:19","1","--","--","01:51:24","01:56:19","10","34"
Löpning,2024-12-28 13:09:52,false,"Landskrona Löpning","15.45","1,086","01:30:05","142","160","3.0","167","174","5:50","4:22","82","86","1.03","8.8","9.2","264","47.8% vänster/52.2% höger","0.0","14,886","Nej","00:00:08.8","18","--","--","01:28:59","01:30:05","--","49"
Löpning,2024-12-26 15:52:35,false,"Landskrona - 2x6x60-30","9.24","632","00:52:34","142","164","3.2","158","194","5:41","3:37","18","20","1.08","8.0","8.6","259","48.4% vänster/51.6% höger","0.0","8,134","Nej","00:00:30","32","--","--","00:51:29","00:52:34","5","25"
Längdskidåkning klassisk stil,2024-12-25 10:45:00,false,"Staffanstorp Längdskidåkning klassisk stil","17.36","770","01:23:26","125","139","2.2","71","243","12.5","20.7","38","38","0.00","0.0","10.7","538","51.5% vänster/48.5% höger","0.0","3,642","Nej","01:23:26","1","--","--","01:23:09","01:23:26","11","33"
Längdskidåkning klassisk stil,2024-12-23 12:05:17,false,"Staffanstorp Längdskidåkning klassisk stil","17.48","767","01:17:59","128","141","2.2","70","215","13.4","21.2","44","45","0.00","0.0","11.2","590","50.7% vänster/49.3% höger","0.0","12","Nej","01:17:59","1","--","--","01:17:59","01:17:59","11","33"
Cykling,2024-12-22 16:18:01,false,"Burlöv Cykling","3.37","133","00:14:03","106","132","1.5","--","--","14.4","27.4","12","4","--","--","--","--","--","0.0","--","Nej","00:14:03","1","--","--","00:12:01","00:14:03","10","25"
Tennis,2024-12-22 15:00:00,false,"Tennis ","0.00","585","01:00:00","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","Nej","01:00:00","1","--","--","--:--:--","01:00:00","--","--"
Cykling,2024-12-22 14:45:29,false,"Staffanstorp Cykling","3.63","129","00:11:23","115","128","1.7","--","--","19.1","28.3","3","12","--","--","--","--","--","0.0","--","Nej","00:11:23","1","--","--","00:11:09","00:11:23","8","25"
Längdskidåkning klassisk stil,2024-12-21 14:55:53,false,"Staffanstorp Längdskidåkning klassisk stil","24.37","1,077","02:01:34","126","145","2.4","74","245","12.0","22.5","73","75","0.00","0.0","9.6","444","53.5% vänster/46.5% höger","0.0","6,228","Nej","02:01:34","1","--","--","01:58:07","02:01:34","10","34"
Konditionspass,2024-12-20 07:01:50,false,"Kondition","0.00","320","01:00:40","95","132","1.1","117","238","--","--","--","--","0.00","--","--","--","--","0.0","2,812","Nej","01:00:40","1","--","--","00:00:00","01:00:40","--","--"
Tennis,2024-12-19 21:01:44,false,"Tennis ","0.00","627","01:46:52","102","144","1.4","121","245","--","--","--","--","0.00","--","--","--","--","0.0","6,500","Nej","01:46:52","1","--","--","00:00:00","01:46:52","--","--"
Cykling,2024-12-19 16:57:26,false,"Lund Cykling","8.29","340","00:38:57","109","130","2.1","--","--","12.8","31.5","7","55","--","--","--","--","--","0.0","--","Nej","00:17:49","2","--","--","00:29:22","00:38:57","14","67"
Cykling,2024-12-19 07:17:54,false,"Staffanstorp Cykling","8.21","295","00:28:18","114","124","1.9","--","--","17.4","30.3","54","23","--","--","--","--","--","0.0","--","Nej","00:12:45","2","--","--","00:27:35","00:28:18","14","70"
Längdskidåkning klassisk stil,2024-12-18 18:12:53,false,"Lund Längdskidåkning klassisk stil","13.95","812","01:42:31","115","148","2.5","82","246","8.2","20.6","36","36","0.00","0.0","9.3","517","46.2% vänster/53.8% höger","0.0","5,154","Nej","01:42:31","1","--","--","01:17:18","01:42:31","12","34"
Tennis,2024-12-17 21:02:04,false,"Tennis ","0.00","863","02:08:51","113","158","1.9","119","235","--","--","--","--","0.00","--","--","--","--","0.0","6,196","Nej","02:08:51","1","--","--","00:00:00","02:08:51","--","--"
Löpning,2024-12-17 17:37:28,false,"Lund Löpning","6.09","707","01:26:18","118","164","2.3","130","248","14:10","2:26","48","41","0.77","12.9","8.8","399","48.9% vänster/51.1% höger","0.0","332","Nej","00:02:47.2","7","--","--","00:54:09","01:26:18","53","74"
